order_id,order_placement_date,customer_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full
FAP414902501,13-Apr-22,789902,25891501,178,4/14/2022,4/14/2022,178,1,1,1
FAP415902503,13-Apr-22,789902,25891501,178,4/15/2022,4/15/2022,178,1,1,1
FAP414522501,13-Apr-22,789522,25891501,111,4/14/2022,4/16/2022,111,1,0,1
FAP415603501,13-Apr-22,789603,25891501,238,4/15/2022,4/15/2022,226,0,1,0
FAP415201501,13-Apr-22,789201,25891501,126,4/15/2022,4/15/2022,126,1,1,1
FAP415403501,13-Apr-22,789403,25891501,234,4/15/2022,4/15/2022,234,1,1,1
FAP414621501,13-Apr-22,789621,25891501,196,4/14/2022,4/14/2022,196,1,1,1
FAP415621501,13-Apr-22,789621,25891501,130,4/15/2022,4/15/2022,130,1,1,1
FAP416621501,13-Apr-22,789621,25891501,157,4/16/2022,4/16/2022,157,1,1,1
FAP414122501,13-Apr-22,789122,25891501,208,4/14/2022,4/17/2022,208,1,0,1
FAP414421503,13-Apr-22,789421,25891501,131,4/14/2022,4/16/2022,105,0,0,0
FAP416421602,13-Apr-22,789421,25891501,121,4/16/2022,4/16/2022,97,0,1,0
FAP416402501,13-Apr-22,789402,25891501,211,4/16/2022,4/16/2022,211,1,1,1
FAP415301603,13-Apr-22,789301,25891501,108,4/15/2022,4/15/2022,108,1,1,1
FAP415503602,13-Apr-22,789503,25891602,106,4/15/2022,4/16/2022,101,0,0,0
FAP416503602,13-Apr-22,789503,25891602,93,4/16/2022,4/16/2022,93,1,1,1
FAP416301602,13-Apr-22,789301,25891602,163,4/16/2022,4/16/2022,163,1,1,1
FAP414702602,13-Apr-22,789702,25891602,50,4/14/2022,4/14/2022,48,0,1,0
FAP414720602,13-Apr-22,789720,25891602,162,4/14/2022,4/15/2022,154,0,0,0
FAP415720603,13-Apr-22,789720,25891602,81,4/15/2022,4/15/2022,81,1,1,1
FAP414401602,13-Apr-22,789401,25891602,83,4/14/2022,4/14/2022,83,1,1,1
FAP416521602,13-Apr-22,789521,25891602,161,4/16/2022,4/19/2022,161,1,0,1
FAP415402602,13-Apr-22,789402,25891602,51,4/15/2022,4/15/2022,51,1,1,1
FAP416103602,13-Apr-22,789103,25891602,169,4/16/2022,4/16/2022,161,0,1,0
FAP414221602,13-Apr-22,789221,25891602,129,4/14/2022,4/14/2022,129,1,1,1
FAP415201602,13-Apr-22,789201,25891602,142,4/15/2022,4/16/2022,135,0,0,0
FAP416320602,13-Apr-22,789320,25891602,76,4/16/2022,4/16/2022,76,1,1,1
FAP416522602,13-Apr-22,789522,25891602,155,4/16/2022,4/19/2022,155,1,0,1
FAP415622602,13-Apr-22,789622,25891602,55,4/15/2022,4/15/2022,55,1,1,1
FAP415101602,13-Apr-22,789101,25891602,189,4/15/2022,4/15/2022,180,0,1,0
FAP414603602,13-Apr-22,789603,25891602,74,4/14/2022,4/14/2022,74,1,1,1
FAP416421602,13-Apr-22,789421,25891602,91,4/16/2022,4/16/2022,86,0,1,0
FAP416522101,13-Apr-22,789522,25891101,318,4/16/2022,4/18/2022,318,1,0,1
FAP416303601,13-Apr-22,789303,25891101,306,4/16/2022,4/16/2022,306,1,1,1
FAP414203303,13-Apr-22,789203,25891101,420,4/14/2022,4/14/2022,399,0,1,0
FAP414902501,13-Apr-22,789902,25891101,464,4/14/2022,4/14/2022,464,1,1,1
FAP415903403,13-Apr-22,789903,25891101,490,4/15/2022,4/15/2022,466,0,1,0
FAP416702403,13-Apr-22,789702,25891101,466,4/16/2022,4/16/2022,443,0,1,0
FAP414221602,13-Apr-22,789221,25891101,449,4/14/2022,4/14/2022,449,1,1,1
FAP416421601,13-Apr-22,789421,25891101,471,4/16/2022,4/19/2022,447,0,0,0
FAP415621101,13-Apr-22,789621,25891101,393,4/15/2022,4/16/2022,393,1,0,1
FAP416403503,13-Apr-22,789403,25891101,479,4/16/2022,4/16/2022,479,1,1,1
FAP415401603,13-Apr-22,789401,25891101,477,4/15/2022,4/15/2022,477,1,1,1
FAP414503101,13-Apr-22,789503,25891101,466,4/14/2022,4/14/2022,466,1,1,1
FAP414301502,13-Apr-22,789301,25891101,383,4/14/2022,4/14/2022,383,1,1,1
FAP414622403,13-Apr-22,789622,25891101,346,4/14/2022,4/14/2022,346,1,1,1
FAP414520101,13-Apr-22,789520,25891101,456,4/14/2022,4/14/2022,456,1,1,1
FAP415520101,13-Apr-22,789520,25891101,375,4/15/2022,4/17/2022,300,0,0,0
FAP416520101,13-Apr-22,789520,25891101,350,4/16/2022,4/18/2022,350,1,0,1
FAP414422503,13-Apr-22,789422,25891101,345,4/14/2022,4/16/2022,345,1,0,1
FAP414402402,13-Apr-22,789402,25891101,332,4/14/2022,4/14/2022,332,1,1,1
FAP414603401,13-Apr-22,789603,25891401,335,4/14/2022,4/13/2022,335,1,1,1
FAP416402501,13-Apr-22,789402,25891401,462,4/16/2022,4/16/2022,462,1,1,1
FAP416501401,13-Apr-22,789501,25891401,459,4/16/2022,4/16/2022,459,1,1,1
FAP416320602,13-Apr-22,789320,25891401,429,4/16/2022,4/16/2022,429,1,1,1
FAP415903403,13-Apr-22,789903,25891401,335,4/15/2022,4/15/2022,335,1,1,1
FAP416703401,13-Apr-22,789703,25891401,224,4/16/2022,4/16/2022,224,1,1,1
FAP416301602,13-Apr-22,789301,25891401,424,4/16/2022,4/16/2022,382,0,1,0
FAP416522401,13-Apr-22,789522,25891401,442,4/16/2022,4/17/2022,398,0,0,0
FAP414422401,13-Apr-22,789422,25891401,233,4/14/2022,4/14/2022,186,0,1,0
FAP415422401,13-Apr-22,789422,25891401,446,4/15/2022,4/17/2022,446,1,0,1
FAP414601401,13-Apr-22,789601,25891401,324,4/14/2022,4/15/2022,292,0,0,0
FAP415720603,13-Apr-22,789720,25891401,259,4/15/2022,4/15/2022,259,1,1,1
FAP415201501,13-Apr-22,789201,25891401,209,4/15/2022,4/15/2022,209,1,1,1
FAP414103401,13-Apr-22,789103,25891401,309,4/14/2022,4/17/2022,309,1,0,1
FAP415420401,13-Apr-22,789420,25891401,418,4/15/2022,4/18/2022,418,1,0,1
FAP416521401,13-Apr-22,789521,25891401,214,4/16/2022,4/17/2022,171,0,0,0
FAP414220401,13-Apr-22,789220,25891401,345,4/14/2022,4/15/2022,328,0,0,0
FAP414321601,13-Apr-22,789321,25891401,277,4/14/2022,4/14/2022,277,1,1,1
FAP414102603,13-Apr-22,789102,25891603,99,4/14/2022,4/14/2022,94,0,1,0
FAP414520603,13-Apr-22,789520,25891603,116,4/14/2022,4/15/2022,104,0,0,0
FAP415520603,13-Apr-22,789520,25891603,93,4/15/2022,4/15/2022,84,0,1,0
FAP416102603,13-Apr-22,789102,25891603,81,4/16/2022,4/15/2022,81,1,1,1
FAP415501603,13-Apr-22,789501,25891603,150,4/15/2022,4/18/2022,135,0,0,0
FAP414220603,13-Apr-22,789220,25891603,176,4/14/2022,4/14/2022,176,1,1,1
FAP415720603,13-Apr-22,789720,25891603,126,4/15/2022,4/15/2022,101,0,1,0
FAP416720603,13-Apr-22,789720,25891603,196,4/16/2022,4/16/2022,157,0,1,0
FAP416221603,13-Apr-22,789221,25891603,102,4/16/2022,4/16/2022,102,1,1,1
FAP415401603,13-Apr-22,789401,25891603,171,4/15/2022,4/15/2022,162,0,1,0
FAP414420603,13-Apr-22,789420,25891603,103,4/14/2022,4/15/2022,93,0,0,0
FAP416622603,13-Apr-22,789622,25891603,68,4/16/2022,4/16/2022,68,1,1,1
FAP415421603,13-Apr-22,789421,25891603,64,4/15/2022,4/17/2022,64,1,0,1
FAP415903603,13-Apr-22,789903,25891603,182,4/15/2022,4/16/2022,173,0,0,0
FAP415301603,13-Apr-22,789301,25891603,158,4/15/2022,4/15/2022,142,0,1,0
FAP415702603,13-Apr-22,789702,25891603,59,4/15/2022,4/15/2022,53,0,1,0
FAP414601603,13-Apr-22,789601,25891603,158,4/14/2022,4/14/2022,158,1,1,1
FAP414103603,13-Apr-22,789103,25891603,151,4/14/2022,4/14/2022,143,0,1,0
FAP414201603,13-Apr-22,789201,25891603,133,4/14/2022,4/15/2022,133,1,0,1
FAP414721603,13-Apr-22,789721,25891603,87,4/14/2022,4/14/2022,87,1,1,1
FAP414402202,13-Apr-22,789402,25891202,283,4/14/2022,4/13/2022,226,0,1,0
FAP416402501,13-Apr-22,789402,25891202,386,4/16/2022,4/16/2022,386,1,1,1
FAP414622403,13-Apr-22,789622,25891202,294,4/14/2022,4/14/2022,265,0,1,0
FAP414403202,13-Apr-22,789403,25891202,110,4/14/2022,4/14/2022,110,1,1,1
FAP415403501,13-Apr-22,789403,25891202,311,4/15/2022,4/15/2022,280,0,1,0
FAP415303202,13-Apr-22,789303,25891202,344,4/15/2022,4/17/2022,327,0,0,0
FAP416721202,13-Apr-22,789721,25891202,410,4/16/2022,4/17/2022,369,0,0,0
FAP416421602,13-Apr-22,789421,25891202,134,4/16/2022,4/16/2022,127,0,1,0
FAP414101302,13-Apr-22,789101,25891202,394,4/14/2022,4/14/2022,394,1,1,1
FAP415401202,13-Apr-22,789401,25891202,127,4/15/2022,4/17/2022,114,0,0,0
FAP416503602,13-Apr-22,789503,25891202,225,4/16/2022,4/16/2022,225,1,1,1
FAP415220202,13-Apr-22,789220,25891202,406,4/15/2022,4/15/2022,406,1,1,1
FAP416521401,13-Apr-22,789521,25891202,304,4/16/2022,4/17/2022,243,0,0,0
FAP414621501,13-Apr-22,789621,25891202,295,4/14/2022,4/14/2022,295,1,1,1
FAP414203303,13-Apr-22,789203,25891303,89,4/14/2022,4/14/2022,80,0,1,0
FAP414422303,13-Apr-22,789422,25891303,45,4/14/2022,4/13/2022,45,1,1,1
FAP415203403,13-Apr-22,789203,25891303,68,4/15/2022,4/15/2022,68,1,1,1
FAP416603303,13-Apr-22,789603,25891303,76,4/16/2022,4/16/2022,76,1,1,1
FAP416103602,13-Apr-22,789103,25891303,57,4/16/2022,4/16/2022,54,0,1,0
FAP415301603,13-Apr-22,789301,25891303,53,4/15/2022,4/15/2022,50,0,1,0
FAP414703601,13-Apr-22,789703,25891303,53,4/14/2022,4/14/2022,53,1,1,1
FAP416303601,13-Apr-22,789303,25891303,90,4/16/2022,4/16/2022,90,1,1,1
FAP416720303,13-Apr-22,789720,25891303,80,4/16/2022,4/15/2022,80,1,1,1
FAP414202303,13-Apr-22,789202,25891303,56,4/14/2022,4/14/2022,56,1,1,1
FAP416202303,13-Apr-22,789202,25891303,53,4/16/2022,4/19/2022,53,1,0,1
FAP416503602,13-Apr-22,789503,25891303,31,4/16/2022,4/16/2022,31,1,1,1
FAP414220603,13-Apr-22,789220,25891303,100,4/14/2022,4/14/2022,100,1,1,1
FAP416402501,13-Apr-22,789402,25891303,67,4/16/2022,4/16/2022,67,1,1,1
FAP414903303,13-Apr-22,789903,25891303,70,4/14/2022,4/14/2022,63,0,1,0
FAP416621501,13-Apr-22,789621,25891303,46,4/16/2022,4/16/2022,37,0,1,0
FAP415103403,14-Apr-22,789103,25891203,131,4/15/2022,4/15/2022,131,1,1,1
FAP416103603,14-Apr-22,789103,25891203,157,4/16/2022,4/16/2022,149,0,1,0
FAP415603402,14-Apr-22,789603,25891203,295,4/15/2022,4/15/2022,295,1,1,1
FAP415422203,14-Apr-22,789422,25891203,465,4/15/2022,4/16/2022,372,0,0,0
FAP416101203,14-Apr-22,789101,25891203,133,4/16/2022,4/15/2022,120,0,1,0
FAP417320203,14-Apr-22,789320,25891203,241,4/17/2022,4/18/2022,241,1,0,1
FAP415220503,14-Apr-22,789220,25891203,478,4/15/2022,4/15/2022,478,1,1,1
FAP415721403,14-Apr-22,789721,25891203,396,4/15/2022,4/15/2022,396,1,1,1
FAP416721601,14-Apr-22,789721,25891203,155,4/16/2022,4/16/2022,155,1,1,1
FAP416403303,14-Apr-22,789403,25891203,338,4/16/2022,4/16/2022,338,1,1,1
FAP416503603,14-Apr-22,789503,25891203,391,4/16/2022,4/16/2022,391,1,1,1
FAP417503503,14-Apr-22,789503,25891203,362,4/17/2022,4/17/2022,362,1,1,1
FAP415121203,14-Apr-22,789121,25891203,314,4/15/2022,4/15/2022,283,0,1,0
FAP417221602,14-Apr-22,789221,25891203,326,4/17/2022,4/17/2022,310,0,1,0
FAP417201503,14-Apr-22,789201,25891203,214,4/17/2022,4/17/2022,214,1,1,1
FAP416501403,14-Apr-22,789501,25891203,272,4/16/2022,4/16/2022,218,0,1,0
FAP415601403,14-Apr-22,789601,25891203,161,4/15/2022,4/16/2022,161,1,0,1
FAP416622602,14-Apr-22,789622,25891203,124,4/16/2022,4/16/2022,124,1,1,1
FAP415102203,14-Apr-22,789102,25891203,205,4/15/2022,4/14/2022,205,1,1,1
FAP416421203,14-Apr-22,789421,25891203,111,4/16/2022,4/17/2022,111,1,0,1
FAP415702602,14-Apr-22,789702,25891203,127,4/15/2022,4/15/2022,114,0,1,0
FAP417621203,14-Apr-22,789621,25891203,401,4/17/2022,4/17/2022,401,1,1,1
FAP415702602,14-Apr-22,789702,25891302,74,4/15/2022,4/15/2022,67,0,1,0
FAP416622602,14-Apr-22,789622,25891302,20,4/16/2022,4/16/2022,20,1,1,1
FAP417622401,14-Apr-22,789622,25891302,90,4/17/2022,4/17/2022,86,0,1,0
FAP415621602,14-Apr-22,789621,25891302,48,4/15/2022,4/15/2022,48,1,1,1
FAP417621501,14-Apr-22,789621,25891302,47,4/17/2022,4/16/2022,47,1,1,1
FAP417321402,14-Apr-22,789321,25891302,91,4/17/2022,4/17/2022,91,1,1,1
FAP415520303,14-Apr-22,789520,25891302,36,4/15/2022,4/18/2022,29,0,0,0
FAP416403303,14-Apr-22,789403,25891302,38,4/16/2022,4/16/2022,38,1,1,1
FAP417521302,14-Apr-22,789521,25891302,85,4/17/2022,4/19/2022,85,1,0,1
FAP417103302,14-Apr-22,789103,25891302,92,4/17/2022,4/17/2022,87,0,1,0
FAP415202501,14-Apr-22,789202,25891302,97,4/15/2022,4/15/2022,92,0,1,0
FAP416202602,14-Apr-22,789202,25891302,21,4/16/2022,4/16/2022,20,0,1,0
FAP416101603,14-Apr-22,789101,25891302,96,4/16/2022,4/16/2022,96,1,1,1
FAP417203503,14-Apr-22,789203,25891302,86,4/17/2022,4/17/2022,86,1,1,1
FAP415903302,14-Apr-22,789903,25891302,34,4/15/2022,4/15/2022,27,0,1,0
FAP416402603,14-Apr-22,789402,25891302,44,4/16/2022,4/16/2022,44,1,1,1
FAP415422302,14-Apr-22,789422,25891302,93,4/15/2022,4/18/2022,88,0,0,0
FAP416420301,14-Apr-22,789420,25891301,74,4/16/2022,4/15/2022,74,1,1,1
FAP415103403,14-Apr-22,789103,25891301,78,4/15/2022,4/15/2022,74,0,1,0
FAP417321402,14-Apr-22,789321,25891301,76,4/17/2022,4/17/2022,76,1,1,1
FAP416201401,14-Apr-22,789201,25891301,95,4/16/2022,4/18/2022,95,1,0,1
FAP417503503,14-Apr-22,789503,25891301,88,4/17/2022,4/17/2022,88,1,1,1
FAP417521302,14-Apr-22,789521,25891301,81,4/17/2022,4/19/2022,81,1,0,1
FAP416202301,14-Apr-22,789202,25891301,55,4/16/2022,4/15/2022,49,0,1,0
FAP415903301,14-Apr-22,789903,25891301,64,4/15/2022,4/14/2022,51,0,1,0
FAP417301603,14-Apr-22,789301,25891301,65,4/17/2022,4/17/2022,65,1,1,1
FAP416303301,14-Apr-22,789303,25891301,43,4/16/2022,4/16/2022,43,1,1,1
FAP417401301,14-Apr-22,789401,25891301,67,4/17/2022,4/16/2022,54,0,1,0
FAP417520502,14-Apr-22,789520,25891102,426,4/17/2022,4/18/2022,341,0,0,0
FAP417622102,14-Apr-22,789622,25891102,308,4/17/2022,4/16/2022,277,0,1,0
FAP417522102,14-Apr-22,789522,25891102,447,4/17/2022,4/17/2022,402,0,1,0
FAP417703601,14-Apr-22,789703,25891102,418,4/17/2022,4/17/2022,418,1,1,1
FAP417220102,14-Apr-22,789220,25891102,356,4/17/2022,4/16/2022,356,1,1,1
FAP416101603,14-Apr-22,789101,25891102,499,4/16/2022,4/16/2022,499,1,1,1
FAP416621102,14-Apr-22,789621,25891102,334,4/16/2022,4/15/2022,334,1,1,1
FAP417102502,14-Apr-22,789102,25891502,168,4/17/2022,4/17/2022,168,1,1,1
FAP417201503,14-Apr-22,789201,25891502,141,4/17/2022,4/17/2022,134,0,1,0
FAP417202502,14-Apr-22,789202,25891502,130,4/17/2022,4/17/2022,130,1,1,1
FAP415520502,14-Apr-22,789520,25891502,144,4/15/2022,4/17/2022,130,0,0,0
FAP417520502,14-Apr-22,789520,25891502,220,4/17/2022,4/18/2022,198,0,0,0
FAP416103603,14-Apr-22,789103,25891502,235,4/16/2022,4/16/2022,188,0,1,0
FAP416902603,14-Apr-22,789902,25891502,135,4/16/2022,4/16/2022,108,0,1,0
FAP415720503,14-Apr-22,789720,25891502,125,4/15/2022,4/15/2022,113,0,1,0
FAP417720502,14-Apr-22,789720,25891502,168,4/17/2022,4/17/2022,134,0,1,0
FAP415101601,14-Apr-22,789101,25891502,124,4/15/2022,4/15/2022,124,1,1,1
FAP415303503,14-Apr-22,789303,25891502,110,4/15/2022,4/15/2022,110,1,1,1
FAP417303502,14-Apr-22,789303,25891502,167,4/17/2022,4/17/2022,159,0,1,0
FAP416402603,14-Apr-22,789402,25891502,160,4/16/2022,4/16/2022,160,1,1,1
FAP415501502,14-Apr-22,789501,25891502,192,4/15/2022,4/15/2022,192,1,1,1
FAP417521502,14-Apr-22,789521,25891502,127,4/17/2022,4/16/2022,114,0,1,0
FAP415421502,14-Apr-22,789421,25891502,155,4/15/2022,4/15/2022,155,1,1,1
FAP415621602,14-Apr-22,789621,25891403,386,4/15/2022,4/15/2022,386,1,1,1
FAP415421403,14-Apr-22,789421,25891403,331,4/15/2022,4/16/2022,314,0,0,0
FAP417402403,14-Apr-22,789402,25891403,382,4/17/2022,4/17/2022,382,1,1,1
FAP415422602,14-Apr-22,789422,25891403,216,4/15/2022,4/15/2022,216,1,1,1
FAP416501403,14-Apr-22,789501,25891403,434,4/16/2022,4/16/2022,434,1,1,1
FAP416201601,14-Apr-22,789201,25891403,453,4/16/2022,4/16/2022,453,1,1,1
FAP416902603,14-Apr-22,789902,25891403,335,4/16/2022,4/16/2022,318,0,1,0
FAP415721403,14-Apr-22,789721,25891403,351,4/15/2022,4/15/2022,351,1,1,1
FAP415102403,14-Apr-22,789102,25891403,285,4/15/2022,4/15/2022,285,1,1,1
FAP417102502,14-Apr-22,789102,25891403,289,4/17/2022,4/17/2022,289,1,1,1
FAP417202502,14-Apr-22,789202,25891403,282,4/17/2022,4/17/2022,282,1,1,1
FAP416720503,14-Apr-22,789720,25891403,442,4/16/2022,4/16/2022,442,1,1,1
FAP415521403,14-Apr-22,789521,25891403,262,4/15/2022,4/17/2022,262,1,0,1
FAP415601403,14-Apr-22,789601,25891403,240,4/15/2022,4/16/2022,216,0,0,0
FAP415103403,14-Apr-22,789103,25891403,433,4/15/2022,4/15/2022,390,0,1,0
FAP415220503,14-Apr-22,789220,25891403,203,4/15/2022,4/15/2022,203,1,1,1
FAP416220403,14-Apr-22,789220,25891403,344,4/16/2022,4/16/2022,344,1,1,1
FAP415622503,14-Apr-22,789622,25891403,296,4/15/2022,4/15/2022,266,0,1,0
FAP416622403,14-Apr-22,789622,25891403,356,4/16/2022,4/15/2022,356,1,1,1
FAP415622503,14-Apr-22,789622,25891503,174,4/15/2022,4/15/2022,174,1,1,1
FAP416622602,14-Apr-22,789622,25891503,203,4/16/2022,4/16/2022,203,1,1,1
FAP415720503,14-Apr-22,789720,25891503,142,4/15/2022,4/15/2022,135,0,1,0
FAP416720503,14-Apr-22,789720,25891503,179,4/16/2022,4/16/2022,179,1,1,1
FAP415121503,14-Apr-22,789121,25891503,143,4/15/2022,4/16/2022,143,1,0,1
FAP417503503,14-Apr-22,789503,25891503,243,4/17/2022,4/17/2022,243,1,1,1
FAP415220503,14-Apr-22,789220,25891503,204,4/15/2022,4/15/2022,184,0,1,0
FAP417220603,14-Apr-22,789220,25891503,142,4/17/2022,4/17/2022,128,0,1,0
FAP416321603,14-Apr-22,789321,25891503,194,4/16/2022,4/16/2022,194,1,1,1
FAP416103503,14-Apr-22,789103,25891503,156,4/16/2022,4/15/2022,140,0,1,0
FAP416902603,14-Apr-22,789902,25891503,102,4/16/2022,4/16/2022,102,1,1,1
FAP416603602,14-Apr-22,789603,25891503,128,4/16/2022,4/16/2022,128,1,1,1
FAP417903603,14-Apr-22,789903,25891503,118,4/17/2022,4/17/2022,112,0,1,0
FAP417201503,14-Apr-22,789201,25891503,203,4/17/2022,4/17/2022,203,1,1,1
FAP417501503,14-Apr-22,789501,25891503,124,4/17/2022,4/17/2022,124,1,1,1
FAP416202503,14-Apr-22,789202,25891503,114,4/16/2022,4/17/2022,114,1,0,1
FAP415301503,14-Apr-22,789301,25891503,168,4/15/2022,4/16/2022,134,0,0,0
FAP416101503,14-Apr-22,789101,25891503,190,4/16/2022,4/18/2022,190,1,0,1
FAP417101503,14-Apr-22,789101,25891503,187,4/17/2022,4/16/2022,187,1,1,1
FAP415303503,14-Apr-22,789303,25891503,176,4/15/2022,4/15/2022,167,0,1,0
FAP416303503,14-Apr-22,789303,25891503,135,4/16/2022,4/17/2022,128,0,0,0
FAP417203503,14-Apr-22,789203,25891503,163,4/17/2022,4/17/2022,155,0,1,0
FAP417702503,14-Apr-22,789702,25891503,174,4/17/2022,4/17/2022,174,1,1,1
FAP416421103,14-Apr-22,789421,25891103,353,4/16/2022,4/18/2022,353,1,0,1
FAP417303502,14-Apr-22,789303,25891103,382,4/17/2022,4/17/2022,382,1,1,1
FAP416402603,14-Apr-22,789402,25891103,462,4/16/2022,4/16/2022,462,1,1,1
FAP415720503,14-Apr-22,789720,25891103,462,4/15/2022,4/15/2022,439,0,1,0
FAP416522103,14-Apr-22,789522,25891103,371,4/16/2022,4/19/2022,371,1,0,1
FAP416622602,14-Apr-22,789622,25891103,465,4/16/2022,4/16/2022,419,0,1,0
FAP416122103,14-Apr-22,789122,25891103,451,4/16/2022,4/16/2022,406,0,1,0
FAP415401601,14-Apr-22,789401,25891103,342,4/15/2022,4/15/2022,325,0,1,0
FAP415301402,14-Apr-22,789301,25891103,355,4/15/2022,4/15/2022,355,1,1,1
FAP416102303,14-Apr-22,789102,25891103,367,4/16/2022,4/16/2022,367,1,1,1
FAP417202502,14-Apr-22,789202,25891103,335,4/17/2022,4/17/2022,335,1,1,1
FAP415420103,14-Apr-22,789420,25891103,380,4/15/2022,4/16/2022,380,1,0,1
FAP416420402,14-Apr-22,789420,25891103,450,4/16/2022,4/19/2022,450,1,0,1
FAP417321103,14-Apr-22,789321,25891103,325,4/17/2022,4/18/2022,325,1,0,1
FAP416422103,14-Apr-22,789422,25891103,337,4/16/2022,4/16/2022,337,1,1,1
FAP417422103,14-Apr-22,789422,25891103,482,4/17/2022,4/17/2022,482,1,1,1
FAP415703603,14-Apr-22,789703,25891601,137,4/15/2022,4/15/2022,137,1,1,1
FAP416703602,14-Apr-22,789703,25891601,93,4/16/2022,4/16/2022,84,0,1,0
FAP417703601,14-Apr-22,789703,25891601,200,4/17/2022,4/17/2022,200,1,1,1
FAP415702602,14-Apr-22,789702,25891601,124,4/15/2022,4/15/2022,118,0,1,0
FAP416702603,14-Apr-22,789702,25891601,72,4/16/2022,4/16/2022,65,0,1,0
FAP417403601,14-Apr-22,789403,25891601,53,4/17/2022,4/17/2022,53,1,1,1
FAP417402601,14-Apr-22,789402,25891601,60,4/17/2022,4/16/2022,60,1,1,1
FAP415103601,14-Apr-22,789103,25891601,73,4/15/2022,4/14/2022,69,0,1,0
FAP416201601,14-Apr-22,789201,25891601,155,4/16/2022,4/16/2022,155,1,1,1
FAP417622601,14-Apr-22,789622,25891601,120,4/17/2022,4/18/2022,120,1,0,1
FAP415721601,14-Apr-22,789721,25891601,126,4/15/2022,4/16/2022,120,0,0,0
FAP416721601,14-Apr-22,789721,25891601,77,4/16/2022,4/16/2022,69,0,1,0
FAP416121601,14-Apr-22,789121,25891601,103,4/16/2022,4/16/2022,103,1,1,1
FAP415101601,14-Apr-22,789101,25891601,107,4/15/2022,4/15/2022,96,0,1,0
FAP415503601,14-Apr-22,789503,25891601,111,4/15/2022,4/15/2022,111,1,1,1
FAP417903601,14-Apr-22,789903,25891601,159,4/17/2022,4/16/2022,151,0,1,0
FAP416621601,14-Apr-22,789621,25891601,54,4/16/2022,4/16/2022,54,1,1,1
FAP415401601,14-Apr-22,789401,25891601,95,4/15/2022,4/15/2022,85,0,1,0
FAP416501403,14-Apr-22,789501,25891402,456,4/16/2022,4/16/2022,456,1,1,1
FAP416420402,14-Apr-22,789420,25891402,466,4/16/2022,4/19/2022,466,1,0,1
FAP415603402,14-Apr-22,789603,25891402,323,4/15/2022,4/15/2022,323,1,1,1
FAP417603402,14-Apr-22,789603,25891402,376,4/17/2022,4/17/2022,376,1,1,1
FAP415720503,14-Apr-22,789720,25891402,213,4/15/2022,4/15/2022,213,1,1,1
FAP417703601,14-Apr-22,789703,25891402,487,4/17/2022,4/17/2022,487,1,1,1
FAP415301402,14-Apr-22,789301,25891402,483,4/15/2022,4/15/2022,459,0,1,0
FAP416301603,14-Apr-22,789301,25891402,384,4/16/2022,4/16/2022,365,0,1,0
FAP415721403,14-Apr-22,789721,25891402,496,4/15/2022,4/15/2022,397,0,1,0
FAP417503503,14-Apr-22,789503,25891402,445,4/17/2022,4/17/2022,445,1,1,1
FAP417422603,14-Apr-22,789422,25891402,206,4/17/2022,4/20/2022,206,1,0,1
FAP417521402,14-Apr-22,789521,25891402,387,4/17/2022,4/18/2022,387,1,0,1
FAP417321402,14-Apr-22,789321,25891402,280,4/17/2022,4/17/2022,280,1,1,1
FAP415121503,14-Apr-22,789121,25891402,467,4/15/2022,4/16/2022,467,1,0,1
FAP416121601,14-Apr-22,789121,25891402,250,4/16/2022,4/16/2022,250,1,1,1
FAP416621601,14-Apr-22,789621,25891402,374,4/16/2022,4/16/2022,355,0,1,0
FAP415221402,14-Apr-22,789221,25891402,269,4/15/2022,4/16/2022,269,1,0,1
FAP415702602,14-Apr-22,789702,25891402,436,4/15/2022,4/15/2022,349,0,1,0
FAP415102403,14-Apr-22,789102,25891402,324,4/15/2022,4/15/2022,324,1,1,1
FAP416303301,14-Apr-22,789303,25891201,457,4/16/2022,4/16/2022,457,1,1,1
FAP416603602,14-Apr-22,789603,25891201,398,4/16/2022,4/16/2022,398,1,1,1
FAP417621203,14-Apr-22,789621,25891201,130,4/17/2022,4/17/2022,130,1,1,1
FAP416301603,14-Apr-22,789301,25891201,109,4/16/2022,4/16/2022,109,1,1,1
FAP416420201,14-Apr-22,789420,25891201,336,4/16/2022,4/18/2022,302,0,0,0
FAP415401601,14-Apr-22,789401,25891201,348,4/15/2022,4/15/2022,348,1,1,1
FAP416320201,14-Apr-22,789320,25891201,208,4/16/2022,4/16/2022,208,1,1,1
FAP417320201,14-Apr-22,789320,25891201,345,4/17/2022,4/17/2022,345,1,1,1
FAP417321402,14-Apr-22,789321,25891201,468,4/17/2022,4/17/2022,468,1,1,1
FAP415902201,14-Apr-22,789902,25891201,193,4/15/2022,4/15/2022,193,1,1,1
FAP417902603,14-Apr-22,789902,25891201,162,4/17/2022,4/17/2022,162,1,1,1
FAP417103302,14-Apr-22,789103,25891201,375,4/17/2022,4/17/2022,375,1,1,1
FAP415422203,14-Apr-22,789422,25891201,273,4/15/2022,4/16/2022,246,0,0,0
FAP417503503,14-Apr-22,789503,25891201,179,4/17/2022,4/17/2022,179,1,1,1
FAP415220503,14-Apr-22,789220,25891201,147,4/15/2022,4/15/2022,147,1,1,1
